web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe
"1669622809-2307","https://www.autolina.ch/elektro-auto","47'800","5035","2021","491","schwarz"
"1669622809-2308","https://www.autolina.ch/elektro-auto","76'900","5035","2020","525","weiss"
"1669622809-2309","https://www.autolina.ch/elektro-auto","53'000","8154","2021","498","schwarz"
"1669622809-2310","https://www.autolina.ch/elektro-auto","47'888","8213","2022","218","blau"
"1669622809-2311","https://www.autolina.ch/elektro-auto","42'000","2016","null","136","weiss"
"1669622809-2312","https://www.autolina.ch/elektro-auto","39'000","2016","null","136","blau"
"1669622809-2313","https://www.autolina.ch/elektro-auto","32'500","4416","2021","136","rot"
"1669622809-2314","https://www.autolina.ch/elektro-auto","47'250","5436","2021","204","grau"
"1669622809-2315","https://www.autolina.ch/elektro-auto","44'400","1700","null","136","weiss"
"1669622809-2316","https://www.autolina.ch/elektro-auto","66'900","4147","2021","286","weiss"
"1669622809-2317","https://www.autolina.ch/elektro-auto","33'890","9542","null","136","schwarz"
"1669622809-2318","https://www.autolina.ch/elektro-auto","24'980","4322","2020","136","grau"
"1669622809-2319","https://www.autolina.ch/elektro-auto","68'140","8152","2022","242","blau"
"1669622809-2320","https://www.autolina.ch/elektro-auto","34'680","2710","null","119","weiss"
"1669622809-2321","https://www.autolina.ch/elektro-auto","58'200","8184","null","204","weiss"
"1669622809-2322","https://www.autolina.ch/elektro-auto","55'900","9630","null","204","weiss"
"1669622809-2323","https://www.autolina.ch/elektro-auto","88'800","4614","null","544","grau"
"1669622809-2324","https://www.autolina.ch/elektro-auto","78'500","3176","null","286","weiss"
"1669622809-2325","https://www.autolina.ch/elektro-auto","14'700","2016","2015","88","schwarz"
"1669622809-2326","https://www.autolina.ch/elektro-auto","32'900","2540","2021","136","grau"
"1669622809-2327","https://www.autolina.ch/elektro-auto","29'800","9524","2020","145","bordeaux"
"1669622809-2328","https://www.autolina.ch/elektro-auto","43'950","1213","2022","204","grau"
"1669622809-2329","https://www.autolina.ch/elektro-auto","43'950","1213","2022","204","grau"
"1669622809-2330","https://www.autolina.ch/elektro-auto","43'900","1213","2022","204","grau"
"1669622809-2331","https://www.autolina.ch/elektro-auto","42'900","1213","2022","204","grau"
"1669622809-2332","https://www.autolina.ch/elektro-auto","43'900","1213","2022","204","weiss"
"1669622809-2333","https://www.autolina.ch/elektro-auto","57'800","2504","2022","204","weiss"
"1669622809-2334","https://www.autolina.ch/elektro-auto","35'530","4402","2022","118","grau"
"1669622809-2335","https://www.autolina.ch/elektro-auto","34'680","4402","null","118","weiss"
"1669622809-2336","https://www.autolina.ch/elektro-auto","37'200","4402","2021","118","schwarz"
"1669622809-2337","https://www.autolina.ch/elektro-auto","39'900","8604","2021","184","grau"
"1669622809-2338","https://www.autolina.ch/elektro-auto","61'400","8912","null","184","weiss"
"1669622809-2339","https://www.autolina.ch/elektro-auto","64'100","8610","null","204","weiss"
"1669622809-2340","https://www.autolina.ch/elektro-auto","79'500","9050","2022","299","weiss"
"1669622809-2341","https://www.autolina.ch/elektro-auto","63'900","4528","2022","204","sonstiges"
"1669622809-2342","https://www.autolina.ch/elektro-auto","48'950","4802","null","218","blau"
"1669622809-2343","https://www.autolina.ch/elektro-auto","47'900","4802","null","218","grau"
"1669622809-2344","https://www.autolina.ch/elektro-auto","35'290","8274","null","118","grün"
"1669622809-2345","https://www.autolina.ch/elektro-auto","36'890","8274","null","118","grau"
"1669622809-2346","https://www.autolina.ch/elektro-auto","35'290","8274","null","118","grün"
"1669622809-2347","https://www.autolina.ch/elektro-auto","36'350","4132","null","136","weiss"
"1669622809-2348","https://www.autolina.ch/elektro-auto","31'890","9542","null","118","grau"
"1669622809-2349","https://www.autolina.ch/elektro-auto","31'890","9542","null","118","grün"
"1669622809-2350","https://www.autolina.ch/elektro-auto","44'880","9542","null","204","weiss"
"1669622809-2351","https://www.autolina.ch/elektro-auto","43'990","9542","null","218","grau"
"1669622809-2352","https://www.autolina.ch/elektro-auto","66'990","9542","2022","300","rot"
"1669622809-2353","https://www.autolina.ch/elektro-auto","45'490","9542","null","218","blau"
"1669622809-2354","https://www.autolina.ch/elektro-auto","33'900","9542","null","136","violett"
"1669622809-2355","https://www.autolina.ch/elektro-auto","84'800","9542","2021","408","grau"
"1669622809-2356","https://www.autolina.ch/elektro-auto","45'690","9542","null","231","grau"
"1669622809-2357","https://www.autolina.ch/elektro-auto","32'890","9542","null","136","weiss"
"1669622809-2358","https://www.autolina.ch/elektro-auto","50'320","9403","null","204","weiss"
"1669622809-2359","https://www.autolina.ch/elektro-auto","66'800","9642","null","514","weiss"
"1669622809-2360","https://www.autolina.ch/elektro-auto","59'760","9642","null","306","grau"
"1669622809-2361","https://www.autolina.ch/elektro-auto","58'930","9642","null","306","weiss"
"1669622809-2362","https://www.autolina.ch/elektro-auto","52'500","9642","2018","400","grau"
"1669622809-2363","https://www.autolina.ch/elektro-auto","38'400","9642","2021","204","weiss"
"1669622809-2364","https://www.autolina.ch/elektro-auto","43'490","4147","null","204","schwarz"
"1669622809-2365","https://www.autolina.ch/elektro-auto","41'942","6403","null","136","weiss"
"1669622809-2366","https://www.autolina.ch/elektro-auto","69'990","8048","null","265","sonstiges"
"1669622809-2367","https://www.autolina.ch/elektro-auto","69'460","2806","null","408","sonstiges"
"1669622809-2368","https://www.autolina.ch/elektro-auto","65'650","2806","null","408","sonstiges"
"1669622809-2369","https://www.autolina.ch/elektro-auto","65'650","2806","null","408","sonstiges"
"1669622809-2370","https://www.autolina.ch/elektro-auto","42'570","1196","2022","136","grau"
"1669622809-2371","https://www.autolina.ch/elektro-auto","191'200","1020","null","524","blau"
"1669622809-2372","https://www.autolina.ch/elektro-auto","145'900","1020","null","333","grau"
"1669622809-2373","https://www.autolina.ch/elektro-auto","140'400","1020","null","333","schwarz"
"1669622809-2374","https://www.autolina.ch/elektro-auto","142'900","1020","null","333","grau"
"1669622809-2375","https://www.autolina.ch/elektro-auto","186'800","1020","null","524","grau"
"1669622809-2376","https://www.autolina.ch/elektro-auto","33'900","1720","2021","118","sonstiges"
"1669622809-2377","https://www.autolina.ch/elektro-auto","35'900","1720","2022","118","sonstiges"
"1669622809-2378","https://www.autolina.ch/elektro-auto","32'690","1720","null","118","sonstiges"
"1669622809-2379","https://www.autolina.ch/elektro-auto","137'900","1227","null","476","schwarz"
"1669622809-2380","https://www.autolina.ch/elektro-auto","115'900","1227","null","408","schwarz"
"1669622809-2381","https://www.autolina.ch/elektro-auto","64'900","1227","null","190","schwarz"
"1669622809-2382","https://www.autolina.ch/elektro-auto","176'500","1227","null","524","schwarz"
"1669622809-2383","https://www.autolina.ch/elektro-auto","70'600","3960","2022","487","schwarz"
"1669622809-2384","https://www.autolina.ch/elektro-auto","59'900","6283","2021","299","schwarz"
"1669622809-2385","https://www.autolina.ch/elektro-auto","81'100","6596","2022","408","grau"
"1669622809-2386","https://www.autolina.ch/elektro-auto","34'680","1400","null","118","weiss"
"1669622809-2387","https://www.autolina.ch/elektro-auto","34'680","1400","null","118","weiss"
"1669622809-2388","https://www.autolina.ch/elektro-auto","86'790","1245","null","299","grau"
"1669622809-2389","https://www.autolina.ch/elektro-auto","80'300","1245","null","299","schwarz"
"1669622809-2390","https://www.autolina.ch/elektro-auto","84'660","1245","null","299","grau"
"1669622809-2391","https://www.autolina.ch/elektro-auto","84'540","1245","null","299","blau"
"1669622809-2392","https://www.autolina.ch/elektro-auto","87'100","1245","null","299","schwarz"
"1669622809-2393","https://www.autolina.ch/elektro-auto","53'222","2855","null","228","sonstiges"
"1669622809-2394","https://www.autolina.ch/elektro-auto","68'777","2855","null","325","sonstiges"
"1669622809-2395","https://www.autolina.ch/elektro-auto","58'666","2855","null","228","sonstiges"
"1669622809-2396","https://www.autolina.ch/elektro-auto","71'666","2855","null","325","sonstiges"
"1669622809-2397","https://www.autolina.ch/elektro-auto","31'673","1030","2022","136","grau"
"1669622809-2398","https://www.autolina.ch/elektro-auto","32'500","1950","2020","184","blau"
"1669622809-2399","https://www.autolina.ch/elektro-auto","42'900","4051","2022","204","blau"
"1669622809-2400","https://www.autolina.ch/elektro-auto","55'900","9630","null","204","weiss"
"1669622809-2401","https://www.autolina.ch/elektro-auto","38'900","2300","2022","136","sonstiges"
"1669622809-2402","https://www.autolina.ch/elektro-auto","69'900","6438","null","204","weiss"
"1669622809-2403","https://www.autolina.ch/elektro-auto","69'900","1122","2021","313","blau"
"1669622809-2404","https://www.autolina.ch/elektro-auto","77'900","1122","null","299","weiss"
"1669622809-2405","https://www.autolina.ch/elektro-auto","77'900","1122","null","299","grau"
"1669622809-2406","https://www.autolina.ch/elektro-auto","25'500","6814","2017","170","grau"
"1669622809-2407","https://www.autolina.ch/elektro-auto","77'900","1122","null","299","grau"
"1669622809-2408","https://www.autolina.ch/elektro-auto","72'900","1122","null","265","schwarz"
"1669622809-2409","https://www.autolina.ch/elektro-auto","72'900","1122","null","265","schwarz"
"1669622809-2410","https://www.autolina.ch/elektro-auto","26'800","6512","null","82","weiss"
"1669622809-2411","https://www.autolina.ch/elektro-auto","31'150","6512","null","82","rot"
"1669622809-2412","https://www.autolina.ch/elektro-auto","66'600","6467","null","204","schwarz"
"1669622809-2413","https://www.autolina.ch/elektro-auto","34'900","6430","2020","217","schwarz"
"1669622809-2414","https://www.autolina.ch/elektro-auto","53'900","8810","null","170","sonstiges"
"1669622809-2415","https://www.autolina.ch/elektro-auto","78'888","8810","2022","299","schwarz"
"1669622809-2416","https://www.autolina.ch/elektro-auto","96'700","1814","null","408","blau"
"1669622809-2417","https://www.autolina.ch/elektro-auto","41'990","8800","null","136","weiss"
"1669622809-2418","https://www.autolina.ch/elektro-auto","51'500","6300","2020","483","weiss"
"1669622809-2419","https://www.autolina.ch/elektro-auto","39'980","6403","2022","136","silber"
"1669622809-2420","https://www.autolina.ch/elektro-auto","50'320","9001","null","204","weiss"
"1669622809-2421","https://www.autolina.ch/elektro-auto","41'900","8880","null","204","grau"
"1669622809-2422","https://www.autolina.ch/elektro-auto","65'890","9535","2022","229","anthrazit"
"1669622809-2423","https://www.autolina.ch/elektro-auto","49'990","9015","null","136","weiss"
"1669622809-2424","https://www.autolina.ch/elektro-auto","64'990","4053","2022","204","sonstiges"
"1669622809-2425","https://www.autolina.ch/elektro-auto","57'850","1870","null","170","schwarz"
"1669622809-2426","https://www.autolina.ch/elektro-auto","51'900","9463","null","204","anthrazit"
"1669622809-2427","https://www.autolina.ch/elektro-auto","92'900","5432","2021","327","weiss"
"1669622809-2428","https://www.autolina.ch/elektro-auto","44'900","8154","2020","306","grau"
"1669622809-2429","https://www.autolina.ch/elektro-auto","41'900","8154","2020","306","grau"
"1669622809-2430","https://www.autolina.ch/elektro-auto","82'800","4900","2022","299","schwarz"
"1669622809-2431","https://www.autolina.ch/elektro-auto","59'900","4900","2022","513","grau"
"1669622809-2432","https://www.autolina.ch/elektro-auto","57'900","8600","null","218","silber"
"1669622809-2433","https://www.autolina.ch/elektro-auto","34'900","1772","2021","118","sonstiges"
"1669622809-2434","https://www.autolina.ch/elektro-auto","24'900","1260","2021","82","grau"
"1669622809-2435","https://www.autolina.ch/elektro-auto","58'910","3421","null","204","weiss"
"1669622809-2436","https://www.autolina.ch/elektro-auto","79'900","6048","null","265","weiss"
"1669622809-2437","https://www.autolina.ch/elektro-auto","43'200","6600","2022","136","anthrazit"
"1669622809-2438","https://www.autolina.ch/elektro-auto","58'150","6982","2022","218","schwarz"
"1669622809-2439","https://www.autolina.ch/elektro-auto","82'100","6982","null","487","orange"
"1669622809-2440","https://www.autolina.ch/elektro-auto","19'900","6612","2019","109","schwarz"
"1669622809-2441","https://www.autolina.ch/elektro-auto","34'680","9500","null","118","grau"
"1669622809-2442","https://www.autolina.ch/elektro-auto","55'889","5610","2019","400","anthrazit"
"1669622809-2443","https://www.autolina.ch/elektro-auto","63'630","1213","null","299","grau"
"1669622809-2444","https://www.autolina.ch/elektro-auto","25'800","4053","null","81","grau"
"1669622809-2445","https://www.autolina.ch/elektro-auto","67'990","8404","null","184","weiss"
"1669622809-2446","https://www.autolina.ch/elektro-auto","66'640","8500","2022","269","weiss"
"1669622809-2447","https://www.autolina.ch/elektro-auto","51'600","9630","null","231","grau"
"1669622809-2448","https://www.autolina.ch/elektro-auto","59'800","8703","2022","218","grau"
"1669622809-2449","https://www.autolina.ch/elektro-auto","63'490","8200","2017","525","weiss"
"1669622809-2450","https://www.autolina.ch/elektro-auto","77'990","8406","2019","361","schwarz"
"1669622809-2451","https://www.autolina.ch/elektro-auto","61'890","8500","null","299","sonstiges"
"1669622809-2452","https://www.autolina.ch/elektro-auto","38'210","5502","null","136","schwarz"
"1669622809-2453","https://www.autolina.ch/elektro-auto","64'705","8472","null","null","null"
"1669622809-2454","https://www.autolina.ch/elektro-auto","94'400","9435","2022","408","silber"
"1669622809-2455","https://www.autolina.ch/elektro-auto","57'900","6500","2022","204","weiss"
"1669622809-2456","https://www.autolina.ch/elektro-auto","34'680","9500","null","118","grau"
"1669622809-2457","https://www.autolina.ch/elektro-auto","55'889","5610","2019","400","anthrazit"
"1669622809-2458","https://www.autolina.ch/elektro-auto","39'900","5405","null","122","weiss"
"1669622809-2459","https://www.autolina.ch/elektro-auto","49'860","8570","null","136","weiss"
"1669622809-2460","https://www.autolina.ch/elektro-auto","61'370","8645","null","204","sonstiges"
"1669622809-2461","https://www.autolina.ch/elektro-auto","50'900","9630","null","231","grau"
